"","Time","Latitude_Deg","Longitude_Deg","Hs_Wave_Height_m","Tp_Wave_Period_sec","Dominant_Wave_Direction_Deg","Mean_Wave_Direction__Deg","Time_ET"
52,2026-03-22 22:00:00,-100000.000000,-100000.000000,0.12,5.1,124,112,2026-03-22 18:00:00
53,2026-03-22 23:00:00,-100000.000000,-100000.000000,0.10,5.4,101,86,2026-03-22 19:00:00
54,2026-03-23,-100000.000000,-100000.000000,0.08,5.4,95,90,2026-03-22 20:00:00
55,2026-03-23 01:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-22 21:00:00
56,2026-03-23 02:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-22 22:00:00
57,2026-03-23 03:00:00,-100000.000000,-100000.000000,0.16,1.4,192,64,2026-03-22 23:00:00
58,2026-03-23 04:00:00,-100000.000000,-100000.000000,0.13,4.5,66,51,2026-03-23
59,2026-03-23 05:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-23 01:00:00
60,2026-03-23 06:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-23 02:00:00
61,2026-03-23 07:00:00,-100000.000000,-100000.000000,0.31,2.6,356,16,2026-03-23 03:00:00
62,2026-03-23 08:00:00,-100000.000000,-100000.000000,0.40,3.4,36,34,2026-03-23 04:00:00
63,2026-03-23 09:00:00,-100000.000000,-100000.000000,0.38,3.6,32,39,2026-03-23 05:00:00
64,2026-03-23 10:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-23 06:00:00
65,2026-03-23 11:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-23 07:00:00
66,2026-03-23 12:00:00,-100000.000000,-100000.000000,0.32,2.4,45,51,2026-03-23 08:00:00
1,2026-03-23 12:00:00,-100000.000000,-100000.000000,0.32,2.4,45,51,2026-03-23 08:00:00
2,2026-03-23 13:00:00,-100000.000000,-100000.000000,0.32,2.3,32,39,2026-03-23 09:00:00
1,2026-03-23 13:00:00,-100000.000000,-100000.000000,0.32,2.3,32,39,2026-03-23 09:00:00
2,2026-03-23 14:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-23 10:00:00
3,2026-03-23 15:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-23 11:00:00
1,2026-03-23 15:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-23 11:00:00
2,2026-03-23 16:00:00,-100000.000000,-100000.000000,0.30,1.9,359,19,2026-03-23 12:00:00
1,2026-03-23 16:00:00,-100000.000000,-100000.000000,0.30,1.9,359,19,2026-03-23 12:00:00
2,2026-03-23 17:00:00,-100000.000000,-100000.000000,0.41,5.9,111,90,2026-03-23 13:00:00
1,2026-03-23 17:00:00,-100000.000000,-100000.000000,0.41,5.9,111,90,2026-03-23 13:00:00
2,2026-03-23 18:00:00,-100000.000000,-100000.000000,0.50,7.1,93,86,2026-03-23 14:00:00
1,2026-03-23 18:00:00,-100000.000000,-100000.000000,0.50,7.1,93,86,2026-03-23 14:00:00
2,2026-03-23 19:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-23 15:00:00
1,2026-03-23 19:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-23 15:00:00
2,2026-03-23 20:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-23 16:00:00
3,2026-03-23 21:00:00,-100000.000000,-100000.000000,0.49,6.4,86,64,2026-03-23 17:00:00
4,2026-03-23 22:00:00,-100000.000000,-100000.000000,0.40,3.6,51,43,2026-03-23 18:00:00
5,2026-03-23 23:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-23 19:00:00
6,2026-03-24,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-23 20:00:00
7,2026-03-24 01:00:00,-100000.000000,-100000.000000,0.25,3.7,82,58,2026-03-23 21:00:00
8,2026-03-24 02:00:00,-100000.000000,-100000.000000,0.25,4.1,92,55,2026-03-23 22:00:00
9,2026-03-24 03:00:00,-100000.000000,-100000.000000,0.19,3.1,88,67,2026-03-23 23:00:00
10,2026-03-24 04:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-24
11,2026-03-24 05:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-24 01:00:00
12,2026-03-24 06:00:00,-100000.000000,-100000.000000,0.31,5.1,80,80,2026-03-24 02:00:00
13,2026-03-24 07:00:00,-100000.000000,-100000.000000,0.34,6.5,97,95,2026-03-24 03:00:00
14,2026-03-24 08:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-24 04:00:00
15,2026-03-24 09:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-24 05:00:00
16,2026-03-24 10:00:00,-100000.000000,-100000.000000,0.30,4.0,59,43,2026-03-24 06:00:00
17,2026-03-24 11:00:00,-100000.000000,-100000.000000,0.25,4.8,73,56,2026-03-24 07:00:00
18,2026-03-24 12:00:00,-100000.000000,-100000.000000,0.17,5.6,87,58,2026-03-24 08:00:00
1,2026-03-24 12:00:00,-100000.000000,-100000.000000,0.17,5.6,87,58,2026-03-24 08:00:00
2,2026-03-24 13:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-24 09:00:00
1,2026-03-24 13:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-24 09:00:00
2,2026-03-24 14:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-24 10:00:00
1,2026-03-24 14:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-24 10:00:00
2,2026-03-24 15:00:00,-100000.000000,-100000.000000,0.16,1.5,8,47,2026-03-24 11:00:00
1,2026-03-24 15:00:00,-100000.000000,-100000.000000,0.16,1.5,8,47,2026-03-24 11:00:00
2,2026-03-24 16:00:00,-100000.000000,-100000.000000,0.15,3.4,126,114,2026-03-24 12:00:00
1,2026-03-24 16:00:00,-100000.000000,-100000.000000,0.15,3.4,126,114,2026-03-24 12:00:00
2,2026-03-24 17:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-24 13:00:00
1,2026-03-24 17:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-24 13:00:00
2,2026-03-24 18:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-24 14:00:00
1,2026-03-24 18:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-24 14:00:00
2,2026-03-24 19:00:00,-100000.000000,-100000.000000,0.22,5.8,132,130,2026-03-24 15:00:00
3,2026-03-24 20:00:00,-100000.000000,-100000.000000,0.24,5.1,132,134,2026-03-24 16:00:00
4,2026-03-24 21:00:00,-100000.000000,-100000.000000,0.31,5.4,135,133,2026-03-24 17:00:00
5,2026-03-24 22:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-24 18:00:00
1,2026-03-24 22:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-24 18:00:00
2,2026-03-24 23:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-24 19:00:00
3,2026-03-25,-100000.000000,-100000.000000,0.20,6.4,106,120,2026-03-24 20:00:00
4,2026-03-25 01:00:00,-100000.000000,-100000.000000,0.23,2.0,317,307,2026-03-24 21:00:00
5,2026-03-25 02:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-24 22:00:00
6,2026-03-25 03:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-24 23:00:00
7,2026-03-25 04:00:00,-100000.000000,-100000.000000,0.15,1.7,270,265,2026-03-25
8,2026-03-25 05:00:00,-100000.000000,-100000.000000,0.24,2.7,310,312,2026-03-25 01:00:00
9,2026-03-25 06:00:00,-100000.000000,-100000.000000,0.23,2.8,299,300,2026-03-25 02:00:00
10,2026-03-25 07:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-25 03:00:00
11,2026-03-25 08:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-25 04:00:00
12,2026-03-25 09:00:00,-100000.000000,-100000.000000,0.18,1.9,288,280,2026-03-25 05:00:00
13,2026-03-25 10:00:00,-100000.000000,-100000.000000,0.17,1.7,274,276,2026-03-25 06:00:00
14,2026-03-25 11:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-25 07:00:00
15,2026-03-25 12:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-25 08:00:00
1,2026-03-25 12:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-25 08:00:00
1,2026-03-25 12:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-25 08:00:00
2,2026-03-25 13:00:00,-100000.000000,-100000.000000,0.14,2.5,112,110,2026-03-25 09:00:00
1,2026-03-25 13:00:00,-100000.000000,-100000.000000,0.14,2.5,112,110,2026-03-25 09:00:00
2,2026-03-25 14:00:00,-100000.000000,-100000.000000,0.10,2.5,97,77,2026-03-25 10:00:00
1,2026-03-25 14:00:00,-100000.000000,-100000.000000,0.10,2.5,97,77,2026-03-25 10:00:00
2,2026-03-25 15:00:00,-100000.000000,-100000.000000,0.03,4.8,107,83,2026-03-25 11:00:00
1,2026-03-25 15:00:00,-100000.000000,-100000.000000,0.03,4.8,107,83,2026-03-25 11:00:00
2,2026-03-25 16:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-25 12:00:00
3,2026-03-25 17:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-25 13:00:00
1,2026-03-25 17:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-25 13:00:00
2,2026-03-25 18:00:00,-100000.000000,-100000.000000,0.07,2.0,10,29,2026-03-25 14:00:00
1,2026-03-25 18:00:00,-100000.000000,-100000.000000,0.07,2.0,10,29,2026-03-25 14:00:00
2,2026-03-25 19:00:00,-100000.000000,-100000.000000,0.09,1.5,310,139,2026-03-25 15:00:00
3,2026-03-25 20:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-25 16:00:00
1,2026-03-25 20:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-25 16:00:00
2,2026-03-25 21:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-25 17:00:00
3,2026-03-25 22:00:00,-100000.000000,-100000.000000,0.12,2.6,107,106,2026-03-25 18:00:00
4,2026-03-25 23:00:00,-100000.000000,-100000.000000,0.19,1.9,255,140,2026-03-25 19:00:00
5,2026-03-26,-100000.000000,-100000.000000,0.14,1.7,125,120,2026-03-25 20:00:00
6,2026-03-26 01:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-25 21:00:00
7,2026-03-26 02:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-25 22:00:00
8,2026-03-26 03:00:00,-100000.000000,-100000.000000,0.13,1.5,53,250,2026-03-25 23:00:00
9,2026-03-26 04:00:00,-100000.000000,-100000.000000,0.13,1.8,245,242,2026-03-26
10,2026-03-26 05:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-26 01:00:00
11,2026-03-26 06:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-26 02:00:00
12,2026-03-26 07:00:00,-100000.000000,-100000.000000,0.20,2.8,303,302,2026-03-26 03:00:00
13,2026-03-26 08:00:00,-100000.000000,-100000.000000,0.11,1.4,318,276,2026-03-26 04:00:00
14,2026-03-26 09:00:00,-100000.000000,-100000.000000,0.11,1.9,303,299,2026-03-26 05:00:00
15,2026-03-26 10:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-26 06:00:00
16,2026-03-26 11:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-26 07:00:00
17,2026-03-26 12:00:00,-100000.000000,-100000.000000,0.11,3.5,104,100,2026-03-26 08:00:00
1,2026-03-26 12:00:00,-100000.000000,-100000.000000,0.11,3.5,104,100,2026-03-26 08:00:00
2,2026-03-26 13:00:00,-100000.000000,-100000.000000,0.16,3.7,86,54,2026-03-26 09:00:00
1,2026-03-26 13:00:00,-100000.000000,-100000.000000,0.16,3.7,86,54,2026-03-26 09:00:00
2,2026-03-26 14:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-26 10:00:00
1,2026-03-26 14:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-26 10:00:00
2,2026-03-26 15:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-26 11:00:00
1,2026-03-26 15:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-26 11:00:00
2,2026-03-26 16:00:00,-100000.000000,-100000.000000,0.12,1.5,270,250,2026-03-26 12:00:00
1,2026-03-26 16:00:00,-100000.000000,-100000.000000,0.12,1.5,270,250,2026-03-26 12:00:00
2,2026-03-26 17:00:00,-100000.000000,-100000.000000,0.14,2.1,255,255,2026-03-26 13:00:00
1,2026-03-26 17:00:00,-100000.000000,-100000.000000,0.14,2.1,255,255,2026-03-26 13:00:00
2,2026-03-26 18:00:00,-100000.000000,-100000.000000,0.13,2.2,348,283,2026-03-26 14:00:00
1,2026-03-26 18:00:00,-100000.000000,-100000.000000,0.13,2.2,348,283,2026-03-26 14:00:00
2,2026-03-26 19:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-26 15:00:00
3,2026-03-26 20:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-26 16:00:00
4,2026-03-26 21:00:00,-100000.000000,-100000.000000,0.12,2.2,244,236,2026-03-26 17:00:00
5,2026-03-26 22:00:00,-100000.000000,-100000.000000,0.11,1.9,294,232,2026-03-26 18:00:00
6,2026-03-26 23:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-26 19:00:00
7,2026-03-27,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-26 20:00:00
8,2026-03-27 01:00:00,-100000.000000,-100000.000000,0.10,4.2,80,88,2026-03-26 21:00:00
9,2026-03-27 02:00:00,-100000.000000,-100000.000000,0.08,4.7,155,136,2026-03-26 22:00:00
10,2026-03-27 03:00:00,-100000.000000,-100000.000000,0.13,2.5,71,83,2026-03-26 23:00:00
11,2026-03-27 04:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-27
12,2026-03-27 05:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-27 01:00:00
13,2026-03-27 06:00:00,-100000.000000,-100000.000000,0.03,2.9,141,153,2026-03-27 02:00:00
14,2026-03-27 07:00:00,-100000.000000,-100000.000000,0.03,6.4,143,138,2026-03-27 03:00:00
15,2026-03-27 08:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-27 04:00:00
16,2026-03-27 09:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-27 05:00:00
17,2026-03-27 10:00:00,-100000.000000,-100000.000000,0.08,6.5,137,132,2026-03-27 06:00:00
18,2026-03-27 11:00:00,-100000.000000,-100000.000000,0.27,1.9,33,33,2026-03-27 07:00:00
19,2026-03-27 12:00:00,-100000.000000,-100000.000000,0.27,3.0,57,59,2026-03-27 08:00:00
1,2026-03-27 12:00:00,-100000.000000,-100000.000000,0.27,3.0,57,59,2026-03-27 08:00:00
2,2026-03-27 13:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-27 09:00:00
1,2026-03-27 13:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-27 09:00:00
2,2026-03-27 14:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-27 10:00:00
1,2026-03-27 14:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-27 10:00:00
2,2026-03-27 15:00:00,-100000.000000,-100000.000000,0.21,2.0,15,23,2026-03-27 11:00:00
1,2026-03-27 15:00:00,-100000.000000,-100000.000000,0.21,2.0,15,23,2026-03-27 11:00:00
2,2026-03-27 16:00:00,-100000.000000,-100000.000000,0.21,1.8,11,22,2026-03-27 12:00:00
1,2026-03-27 16:00:00,-100000.000000,-100000.000000,0.21,1.8,11,22,2026-03-27 12:00:00
2,2026-03-27 17:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-27 13:00:00
1,2026-03-27 17:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-27 13:00:00
2,2026-03-27 18:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-27 14:00:00
1,2026-03-27 18:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-27 14:00:00
2,2026-03-27 19:00:00,-100000.000000,-100000.000000,0.21,1.8,342,341,2026-03-27 15:00:00
3,2026-03-27 20:00:00,-100000.000000,-100000.000000,0.18,1.3,10,27,2026-03-27 16:00:00
4,2026-03-27 21:00:00,-100000.000000,-100000.000000,0.16,5.6,68,50,2026-03-27 17:00:00
5,2026-03-27 22:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-27 18:00:00
6,2026-03-27 23:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-27 19:00:00
7,2026-03-28,-100000.000000,-100000.000000,0.18,6.3,123,106,2026-03-27 20:00:00
8,2026-03-28 01:00:00,-100000.000000,-100000.000000,0.15,5.9,124,116,2026-03-27 21:00:00
9,2026-03-28 02:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-27 22:00:00
10,2026-03-28 03:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-27 23:00:00
11,2026-03-28 04:00:00,-100000.000000,-100000.000000,0.21,3.1,78,69,2026-03-28
12,2026-03-28 05:00:00,-100000.000000,-100000.000000,0.21,2.0,31,40,2026-03-28 01:00:00
13,2026-03-28 06:00:00,-100000.000000,-100000.000000,0.22,2.1,29,41,2026-03-28 02:00:00
14,2026-03-28 07:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-28 03:00:00
15,2026-03-28 08:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-28 04:00:00
16,2026-03-28 09:00:00,-100000.000000,-100000.000000,0.23,1.5,356,11,2026-03-28 05:00:00
17,2026-03-28 10:00:00,-100000.000000,-100000.000000,0.27,3.8,63,37,2026-03-28 06:00:00
18,2026-03-28 11:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-28 07:00:00
19,2026-03-28 12:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-28 08:00:00
20,2026-03-28 13:00:00,-100000.000000,-100000.000000,0.24,5.2,85,50,2026-03-28 09:00:00
21,2026-03-28 14:00:00,-100000.000000,-100000.000000,0.24,2.9,55,60,2026-03-28 10:00:00
22,2026-03-28 15:00:00,-100000.000000,-100000.000000,0.22,3.6,69,58,2026-03-28 11:00:00
23,2026-03-28 16:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-28 12:00:00
24,2026-03-28 17:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-28 13:00:00
25,2026-03-28 18:00:00,-100000.000000,-100000.000000,0.13,3.2,71,78,2026-03-28 14:00:00
26,2026-03-28 19:00:00,-100000.000000,-100000.000000,0.14,4.8,84,81,2026-03-28 15:00:00
27,2026-03-28 20:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-28 16:00:00
28,2026-03-28 21:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-28 17:00:00
29,2026-03-28 22:00:00,-100000.000000,-100000.000000,0.16,1.6,122,122,2026-03-28 18:00:00
30,2026-03-28 23:00:00,-100000.000000,-100000.000000,0.13,3.9,116,122,2026-03-28 19:00:00
31,2026-03-29,-100000.000000,-100000.000000,0.16,3.7,71,105,2026-03-28 20:00:00
32,2026-03-29 01:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-28 21:00:00
33,2026-03-29 02:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-28 22:00:00
34,2026-03-29 03:00:00,-100000.000000,-100000.000000,0.21,1.5,271,287,2026-03-28 23:00:00
35,2026-03-29 04:00:00,-100000.000000,-100000.000000,0.17,1.5,211,129,2026-03-29
36,2026-03-29 05:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-29 01:00:00
37,2026-03-29 06:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-29 02:00:00
38,2026-03-29 07:00:00,-100000.000000,-100000.000000,0.14,1.6,150,130,2026-03-29 03:00:00
39,2026-03-29 08:00:00,-100000.000000,-100000.000000,0.11,1.5,214,256,2026-03-29 04:00:00
40,2026-03-29 09:00:00,-100000.000000,-100000.000000,0.09,1.8,250,248,2026-03-29 05:00:00
41,2026-03-29 10:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-29 06:00:00
42,2026-03-29 11:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-29 07:00:00
43,2026-03-29 12:00:00,-100000.000000,-100000.000000,0.16,2.3,287,286,2026-03-29 08:00:00
44,2026-03-29 13:00:00,-100000.000000,-100000.000000,0.15,2.1,282,280,2026-03-29 09:00:00
45,2026-03-29 14:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-29 10:00:00
46,2026-03-29 15:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-29 11:00:00
47,2026-03-29 16:00:00,-100000.000000,-100000.000000,0.09,1.7,264,115,2026-03-29 12:00:00
48,2026-03-29 17:00:00,-100000.000000,-100000.000000,0.13,6.6,103,293,2026-03-29 13:00:00
49,2026-03-29 18:00:00,-100000.000000,-100000.000000,0.13,1.8,262,290,2026-03-29 14:00:00
50,2026-03-29 19:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-29 15:00:00
51,2026-03-29 20:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-29 16:00:00
52,2026-03-29 21:00:00,-100000.000000,-100000.000000,0.16,2.3,306,308,2026-03-29 17:00:00
53,2026-03-29 22:00:00,-100000.000000,-100000.000000,0.18,2.6,310,293,2026-03-29 18:00:00
54,2026-03-29 23:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-29 19:00:00
55,2026-03-30,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-29 20:00:00
56,2026-03-30 01:00:00,-100000.000000,-100000.000000,0.15,2.5,233,222,2026-03-29 21:00:00
57,2026-03-30 02:00:00,-100000.000000,-100000.000000,0.15,2.2,287,274,2026-03-29 22:00:00
58,2026-03-30 03:00:00,-100000.000000,-100000.000000,0.15,1.8,277,269,2026-03-29 23:00:00
59,2026-03-30 04:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-30
60,2026-03-30 05:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-30 01:00:00
61,2026-03-30 06:00:00,-100000.000000,-100000.000000,0.09,6.3,266,264,2026-03-30 02:00:00
62,2026-03-30 07:00:00,-100000.000000,-100000.000000,0.09,1.6,276,273,2026-03-30 03:00:00
63,2026-03-30 08:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-30 04:00:00
64,2026-03-30 09:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-30 05:00:00
65,2026-03-30 10:00:00,-100000.000000,-100000.000000,0.13,2.4,314,313,2026-03-30 06:00:00
66,2026-03-30 11:00:00,-100000.000000,-100000.000000,0.19,2.8,309,308,2026-03-30 07:00:00
67,2026-03-30 12:00:00,-100000.000000,-100000.000000,0.21,2.9,302,294,2026-03-30 08:00:00
68,2026-03-30 13:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-30 09:00:00
1,2026-03-30 13:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-30 09:00:00
2,2026-03-30 14:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-30 10:00:00
1,2026-03-30 14:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-30 10:00:00
2,2026-03-30 15:00:00,-100000.000000,-100000.000000,0.26,2.5,289,286,2026-03-30 11:00:00
1,2026-03-30 15:00:00,-100000.000000,-100000.000000,0.26,2.5,289,286,2026-03-30 11:00:00
2,2026-03-30 16:00:00,-100000.000000,-100000.000000,0.20,2.3,274,266,2026-03-30 12:00:00
1,2026-03-30 16:00:00,-100000.000000,-100000.000000,0.20,2.3,274,266,2026-03-30 12:00:00
2,2026-03-30 17:00:00,-100000.000000,-100000.000000,0.17,1.9,239,263,2026-03-30 13:00:00
1,2026-03-30 17:00:00,-100000.000000,-100000.000000,0.17,1.9,239,263,2026-03-30 13:00:00
2,2026-03-30 18:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-30 14:00:00
1,2026-03-30 18:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-30 14:00:00
2,2026-03-30 19:00:00,-100000.000000,-100000.000000,0.11,1.9,273,292,2026-03-30 15:00:00
1,2026-03-30 19:00:00,-100000.000000,-100000.000000,0.11,1.9,273,292,2026-03-30 15:00:00
2,2026-03-30 20:00:00,-100000.000000,-100000.000000,0.14,2.1,298,300,2026-03-30 16:00:00
3,2026-03-30 21:00:00,-100000.000000,-100000.000000,0.23,2.2,308,310,2026-03-30 17:00:00
4,2026-03-30 22:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-30 18:00:00
5,2026-03-30 23:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-30 19:00:00
6,2026-03-31,-100000.000000,-100000.000000,0.13,2.6,248,245,2026-03-30 20:00:00
7,2026-03-31 01:00:00,-100000.000000,-100000.000000,0.13,2.5,229,217,2026-03-30 21:00:00
8,2026-03-31 02:00:00,-100000.000000,-100000.000000,0.12,2.3,230,231,2026-03-30 22:00:00
9,2026-03-31 03:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-30 23:00:00
10,2026-03-31 04:00:00,-100000.000000,-100000.000000,0.16,2.0,283,277,2026-03-31
